time,ec_flux,w_mean,L,ustar,r_Tsw,w_abs_mean,C_alpha,Ts_alpha,alpha_analytic,flux_error,zL,RNcov,tea_flux_turnipseed,w_sigma,tea_flux_emad,tea_flux_hicks
2020-06-19T11:00:00Z,-16.3560269338466,-0.223110192869897,-65.1327712513148,0.478570432469085,0.393074741046895,0.459772342353493,-0.174079584621833,-0.190655176628163,-0.335541198091,0.0844742628512168,-0.0767662714781089,-0.0269915303422335,-14.9743636154351,0.514356810126263,-16.5009993263764,-19.5866088152712
2020-06-19T11:30:00Z,-13.6175158501445,0.0213974109588988,-69.6093280233218,0.450967198446722,0.390300043518061,0.385514077963426,0.33324480991487,0.246813606750446,0.0353776193409539,0.0184962795271644,-0.0718294536376621,-0.0284886900807929,-13.3656424705148,0.482425558461253,-13.5512820036181,-13.4069445372863
2020-06-19T12:00:00Z,-18.6661010959478,0.14950013757984,-79.4551132204161,0.458929279590424,0.359959175268327,0.404120110685046,0.421187439261928,0.471738259366766,0.239210310969409,0.155814022741454,-0.0629286121099535,-0.0339722634708269,-15.7576607952901,0.491059644559407,-19.0889679549091,-18.2561098510098
2020-06-19T12:30:00Z,-13.6155503948563,0.1703275475177,-73.3454692872169,0.397069989821306,0.263002683200007,0.426903965627723,0.338973030895264,0.3376477193926,0.264314970467725,0.135244574133051,-0.0681705366206094,-0.0321533514379638,-11.7741210801169,0.504565154100335,-13.6072299011141,-14.0032687061294
2020-06-19T13:00:00Z,-11.374532656928,0.196234198786883,-88.8085274720148,0.434399112093168,0.307524518323777,0.439459026114731,0.350748939595571,0.35566735800306,0.300488244659086,0.156621967115807,-0.0563008997258241,-0.0477410767136312,-9.59303097717669,0.508405583591129,-11.4042305392401,-11.9822158329162
2020-06-19T13:30:00Z,-6.59375833361902,-0.0703360715792499,-98.677210588966,0.407974502965959,0.253796595871161,0.376879026117104,0.100942605060385,0.0894672175146715,-0.119254954442434,-0.0188386877563124,-0.050670260845001,-0.0179968877182716,-6.71797608800669,0.468829616581092,-6.60764778071673,-6.96040637459147
2020-06-19T14:00:00Z,-17.8853043830561,0.288362843332931,-40.3855431820268,0.346009100679706,0.337444555899477,0.462318719355375,0.498790558687428,0.47725678461757,0.437835538363562,0.311111485884193,-0.123806679471014,-0.0379185619819777,-12.3209807609528,0.497495070112882,-17.5432624211018,-20.1666324766289
2020-06-19T14:30:00Z,-15.9670889374257,-0.0546775296566967,-69.3802242707203,0.399560407255169,0.311026636960345,0.392253720599389,-0.115614471277192,-0.0998765337181825,-0.0882026596943188,0.0161158794678666,-0.0720666451075467,-0.0755435677204397,-15.7097652566576,0.49360531958382,-15.9315663855354,-16.0210622559567
2020-06-19T15:00:00Z,-13.0479818126902,-0.0319459441425101,-35.7929251331241,0.285166014516975,0.269757762654617,0.355005657441833,0.0931523697381306,0.219225873946858,-0.0563367991044697,-0.00838251542761499,-0.139692410760048,-0.0657786880568604,-13.1573567215343,0.452066455049153,-12.9028162890181,-13.2647706631316
2020-06-19T15:30:00Z,-8.51030930210566,-0.131097852564143,-77.2985043273854,0.309466498938506,0.258751599899643,0.340215244916834,-0.197041426469864,-0.165194601864663,-0.253399490867305,0.0759275437016032,-0.064684304612458,-0.03197989159779,-7.86414242065663,0.405718578980841,-8.39877261479847,-9.23547521607357
2020-06-19T16:00:00Z,-4.23945126696783,-0.0180022317685954,-128.559052848715,0.310074889511493,0.263392934058726,0.305130449465906,-0.0923294472847664,-0.25954498705834,-0.036357022996103,0.00544729676109364,-0.0388926325233888,-0.12954156052982,-4.21635771781251,0.394936908437308,-4.28192581553289,-4.23108536553523
2020-06-19T16:30:00Z,-1.82236882255936,-0.137699450472164,-180.623640907489,0.296046225391899,0.204243885449546,0.308097695844764,-0.0524126708481012,-0.0318928937297147,-0.29002919559064,0.0234250241754432,-0.0276818691887674,-0.0181197782464952,-1.77967978883441,0.37026402421865,-1.80541421808797,-2.22390569300518
2020-06-19T17:00:00Z,1.74267588480662,0.281868411978857,-244.145000939362,0.177063547860264,0.124955108577012,0.320785511482094,0.53670198516052,0.927574469419775,0.729794873407119,0.471590302081147,-0.02047963292618,-0.0552390705024526,0.920846837859755,0.255642021517416,2.39229033140802,4.04025184873791
2020-06-19T17:30:00Z,0.494377818233547,0.0474919140077884,-432.300587171823,0.288555526613181,0.112154685877261,0.30166087565047,-1.60455449609342,-0.466825158865974,0.0989860469353436,-0.252612686298686,-0.0115660263908286,-0.171629989567576,0.61926392694397,0.381827420636875,0.576867340481723,0.635002925551691
2020-06-19T18:00:00Z,0.723013158609354,0.231286205837527,428.004023493035,0.294591510286559,-0.0787616998017842,0.352189705585851,0.0754162147238726,-0.656123161733051,0.479377496379645,0.0495265190477319,0.0116821331706041,-0.284432736350479,0.687204833637646,0.360042341075218,0.480266569929855,1.20830818419439
2020-06-19T18:30:00Z,2.16839816111974,0.172659565741664,223.208467685452,0.233522242361369,-0.0727762781150374,0.301172066311326,-0.128488529714665,-0.766311572607243,0.394859731031705,-0.0736614587635302,0.0224005838660479,-0.232707143955301,2.32812553284798,0.333949640523819,1.6613987788276,3.46789825340629
2020-06-19T19:00:00Z,1.4758759919935,-0.043020483385244,206.186073873905,0.135429025013817,-0.022140466086812,0.161221405607044,-1.78302168154565,-9.21350759510837,-0.163150911261155,0.475783313869788,0.0242499403866519,-0.942366988108321,0.773678821661974,0.208912828757345,0.951387211574905,0.832991235256253
2020-06-19T19:30:00Z,1.08109562213549,-0.0866223227778512,5.53046928727802,0.0471783930811967,-0.0892824963659085,0.0982639819960209,-1.20653375708912,-1.79602840259499,-0.710076542417568,1.06359170904736,0.904082409697441,-0.140186836819456,-0.0687487182552896,0.0818512505603247,-0.179532765227614,-0.308413726921732
2020-06-19T20:00:00Z,0.0631979382488845,-0.164274515575197,2.00138480468425,0.025294800083606,-0.0770477166632293,0.164489958340244,-1.18112517691942,-1.06205507368504,-0.999857300272867,1.17957818355551,2.49827019186789,-0.370458190457449,-0.0113489709549906,0.0431910198532252,-0.0377146429981471,-4.33529315127827
2020-06-19T20:30:00Z,3.18484598899083,0.0772911094368576,5.1997752020269,0.0706420473673801,-0.257994302267222,0.106837511706865,0.615865139245073,0.668098249779604,0.524735067119739,0.445544819560582,0.961580031008066,-0.12416650910332,1.76585435749737,0.108260110715523,3.41777793906026,3.70490010969665
2020-06-19T21:00:00Z,0.96698907673035,-0.233435164638872,2.87313889302949,0.0398488486404162,-0.0724793013757482,0.233846404877633,-1.02331225429776,-0.96835708678493,-0.997095608593041,1.02151266633315,1.74025697543912,-0.20409474071932,-0.0208025133561983,0.0783949828369994,-0.0690583386102818,-5.91974432629778
2020-06-19T21:30:00Z,1.37426418680796,-0.144452965167682,4.24692255950747,0.0526636978303525,-0.120264310048454,0.147479136248681,-1.11563435915009,-1.10565135258178,-0.95130989346982,1.09274230458221,1.17732309217804,-0.0481981583324736,-0.127452427789224,0.0732781962240592,-0.405430080267521,-3.13786281879122
2020-06-19T22:00:00Z,2.44136655259943,0.220422821108475,10.7223603179942,0.105095824125816,-0.253320556376962,0.226890693269633,1.03770400645627,0.909273793655581,0.91862005602624,1.00812263950745,0.466315237663579,-0.136565901642737,-0.0198303404123753,0.126480986558853,-0.0619786091500724,-0.352849971659033
2020-06-19T22:30:00Z,1.09335498569162,-0.114438427696921,12.4658889790926,0.104155829069686,-0.235885280839909,0.133721008057305,-0.237948109120398,-0.630934862038916,-0.695155255051188,0.203635972214062,0.401094539537922,-1.22127315385136,0.870708580205395,0.111527626370666,1.8926554865306,3.25368994277625
2020-06-19T23:00:00Z,1.05863486014147,0.133593151294639,5.27358839911119,0.0792538329977124,-0.259879955355765,0.14802148916923,0.953385695220444,0.853937553235312,0.730811054209328,0.860454790304899,0.948121017719681,-0.414260572920741,0.147727423549188,0.120906192193215,0.401180045965041,0.796597848250607
2020-06-19T23:30:00Z,2.64724292957376,0.0591011478946702,20.9332592432869,0.159130339815304,-0.268145521111153,0.164542497049535,-0.413948720023417,-0.161774563730339,0.220015091451945,-0.148684047960865,0.238854348569894,-0.237434680575959,3.04084572427872,0.211575222587679,2.87385479165027,3.49126679966879
2020-06-20T00:00:00Z,1.47180475838334,-0.237069908743025,8.03218917032608,0.0855573993653439,-0.262448727779917,0.242436250393331,-0.969864562568215,-0.963571856242341,-0.946479629656282,0.948396549476846,0.622495299098766,-0.0209778135865269,0.0759502040293394,0.122789721121301,0.240733811303192,1.73480854656549
2020-06-20T00:30:00Z,3.14265742623389,-0.238203354695379,29.7445034333285,0.182119515407434,-0.310588830458013,0.274217451803043,-0.787230192714791,-0.697700597410275,-0.6982198408035,0.683840038586749,0.168098284484976,-0.112477137059192,0.993582450613521,0.230677851994811,2.52222285298353,4.04850618161356
2020-06-20T01:00:00Z,4.96336885515277,-0.143502733804154,24.0566846489024,0.163307565686068,-0.293887256471032,0.203872955993917,-0.65853018887688,-0.680075362991895,-0.498654390813391,0.463528288662364,0.207842438514408,-0.0598574096521662,2.6627069837236,0.213426941884617,5.10775783071394,5.27740495722826
2020-06-20T01:30:00Z,5.09533375819086,0.0987991549046393,11.9457340400664,0.128322453387907,-0.303695753356636,0.151939258120887,0.275093143471555,0.323683765522712,0.444919087653927,0.178880497582961,0.418559460911304,-0.0277797997480941,4.18387792017467,0.167409748325813,5.29924604948308,7.24896062182943
2020-06-20T02:00:00Z,4.20048966515481,-0.132221196036572,14.5313011624557,0.133436058520538,-0.269690545515342,0.183215248640332,-0.752433201110635,-0.691144636072384,-0.517908059541812,0.543009484891606,0.344084810031906,-0.00563798648294264,1.91958393578656,0.188096897894004,3.82981762729081,4.00588929093645
2020-06-20T02:30:00Z,4.21680607620601,-0.153028640114573,27.9516250273331,0.165056408905975,-0.262911877561323,0.212333977187513,-0.587526649472092,-0.727615475576321,-0.521747032323261,0.423429191082249,0.178880476362668,-0.0230000587969481,2.43128729040743,0.215802216543612,4.90662124718524,5.05891497720425
2020-06-20T03:00:00Z,3.42542665045242,0.0968885034466316,20.0439121430513,0.128685002824471,-0.273415467165731,0.147130371906429,0.278183113285281,0.329912587229792,0.449794692066071,0.183189542587963,0.249452300744262,-0.013842675712976,2.79792430918747,0.162169381921509,3.57450070897322,4.94027840332857
2020-06-20T03:30:00Z,2.50668780755941,-0.126514720351086,14.3123785664858,0.128955849056332,-0.295987518684224,0.169443541204018,-0.631670206303937,-0.605319655966309,-0.549780454685973,0.471635442323725,0.349347942186781,-0.0329056101157492,1.324444994674,0.167558277769182,2.41669777775734,2.9929849806033
2020-06-20T04:00:00Z,1.36128279044609,0.108809160193146,14.5554519174213,0.118138696243687,-0.27605105895772,0.15515554961907,0.171864761192312,0.444203355358706,0.477858531658754,0.120527176617552,0.343513896261479,-0.153859169126882,1.19721121913562,0.170001593103426,1.73890859745619,2.35582828066595
2020-06-20T04:30:00Z,0.704740446956163,0.0806789238610027,39.3260916669088,0.186180245181518,-0.34946909563452,0.194423184715157,-0.277418359090904,0.18912960202002,0.264496370718831,-0.11511906207858,0.127142052211796,-0.0551023576748612,0.785869506218297,0.238826719765545,0.852799116204402,0.949342952666591
2020-06-20T05:00:00Z,-6.64663510969059,0.00465791734066966,-123.299604426234,0.27735377093284,0.153013915839975,0.231978102528915,0.218367632952146,0.86777421389815,0.0123142469354609,0.0043846310193955,-0.040551630504146,-0.0298337693676124,-6.61749206721405,0.301791315577384,-6.71182943116314,-6.62016112594772
2020-06-20T05:30:00Z,-9.9793725815651,-0.171225870144556,-90.8926202042875,0.369260106376561,0.323845555793615,0.348677839792647,-0.135071256811229,-0.164200515425739,-0.330327020921085,0.066329691306953,-0.055009966582129,-0.0503995998088397,-9.31744387879286,0.401376294192699,-10.1346432359763,-12.2783988894921
2020-06-20T06:00:00Z,-10.3351162224395,0.00868029381771613,-80.0105619242872,0.377908678783549,0.374666577771713,0.324933263405362,0.322387165394024,0.260019770038314,0.0167184749392562,0.00861227714686042,-0.0624917495859037,-0.0397425018359572,-10.2461073371868,0.414234289009934,-10.317776567807,-10.2534246134078
2020-06-20T06:30:00.100Z,-8.86099626705538,-0.0271365715753487,-117.845117315905,0.435866632890176,0.341288982329765,0.365140227987087,0.176254467588576,0.143382526275733,-0.047201693587033,-0.0130989181924965,-0.0424285716191074,-0.0108453246264844,-8.9770657322616,0.458441476331233,-8.88241530064926,-9.02692321410992
2020-06-20T07:00:00Z,-12.2457978169078,0.0145960418379131,-104.264806046758,0.449018374159475,0.363579972932272,0.382750588078744,0.168390786624568,0.156967820642298,0.0244001414854544,0.00642151584672583,-0.0479548199395079,-0.124016653920298,-12.1671612321707,0.477216122301059,-12.2404312980634,-12.1848810707153
2020-06-20T07:30:00Z,-10.0730641087994,0.219848838158632,-82.6855671363442,0.424174564264674,0.382645627783355,0.442573753246762,0.591444544016964,0.52156078975561,0.331636132022375,0.29380051321049,-0.0604700454162122,-0.00784987206877179,-7.11359270403279,0.513192386086125,-9.60110065227817,-9.44400846009388
2020-06-20T08:00:00.600Z,-10.9171225258025,-0.0628828391949651,-90.4633893880762,0.47420363854179,0.390933379006851,0.423368862568591,0.194659602156946,0.105739446337099,-0.0958745606859044,-0.0289127272750438,-0.055270977948335,-0.0629967157882004,-11.2327663120192,0.522059094535085,-11.05907855639,-11.4861632967464
2020-06-20T08:30:00Z,-13.7931565940272,0.233290393559878,-99.198847734333,0.518465490185912,0.411396320650982,0.460150723018516,0.55970579754121,0.49379187052669,0.339324649622438,0.283763513245377,-0.0504038112760204,-0.119335647694959,-9.87916202016202,0.531436276050438,-13.1782958777962,-13.2969543605549
2020-06-20T09:00:00Z,-13.8200082450886,0.0280567969358775,-84.7840885985716,0.49822470608417,0.389270511310615,0.433585377746011,0.360018625654475,0.282081169522037,0.0414244069435314,0.0232963794250422,-0.0589733295792512,-0.0634096211772944,-13.4980520893539,0.540165206639015,-13.749014764566,-13.5548092069279
2020-06-20T09:30:00.100Z,-17.8770988806787,-0.167506976200375,-98.7036447158576,0.566314527657422,0.40871530194628,0.485974618029839,-0.114994128861209,-0.0986341097091008,-0.231211207935996,0.0396364709013562,-0.0506566906864859,-0.00561614314542648,-17.168513771094,0.569829967054411,-17.772741806982,-19.4832410352657
2020-06-20T10:00:00Z,-12.6555695036358,0.0222880731179505,-82.1021415463745,0.518303610342114,0.413780182645477,0.446202499301749,0.220051445905037,0.17612975833947,0.0323269338066867,0.0109916970965361,-0.0608997512832939,-0.0181391680092087,-12.5164633170677,0.549957591563147,-12.6275578355126,-12.5477707620759
2020-06-20T10:30:00Z,-14.643295938803,-0.139828154904406,-84.0949396355167,0.546364528174377,0.413541192541241,0.47836833583405,-0.00889522357032514,-0.0569691025130475,-0.194012442824516,0.00260009412439922,-0.0594566096565494,-0.0818488451453554,-14.6052219910704,0.569319907058512,-14.8525495953666,-15.9696815210018
2020-06-20T11:00:00Z,-14.9464418952128,0.0221487428212796,-66.1700064881005,0.509091127373221,0.419713530646414,0.451742558275541,0.185536988693562,0.160229819894111,0.0316710598996406,0.00909679854405441,-0.075562936523199,-0.0768741205236899,-14.8104771243417,0.557843594711315,-14.92774950913,-14.8461658017128
2020-06-20T11:30:00Z,-13.2425899511518,-0.12823889069573,-48.592564962577,0.444443399376092,0.399791211798663,0.439943927221122,-0.123137114672449,-0.0801644758977812,-0.19217949750498,0.0358931354929944,-0.102896399970874,-0.0474186432775712,-12.7672718757569,0.527214214309282,-13.0727436791325,-13.9527831700891
2020-06-20T12:00:00Z,-19.4515115373152,-0.189321261646506,-86.4805666202043,0.506288475388744,0.358484671954931,0.478208278238976,-0.191873042955865,-0.195644078674449,-0.266115985121965,0.0759619777017024,-0.0578164574471215,-0.0160946097486204,-17.9739362516534,0.556887022654224,-19.4829896513238,-21.3146823050396
2020-06-20T12:30:00Z,-14.0812835952456,0.012341224472111,-102.692235010512,0.484527680122593,0.314185580189914,0.429518764712895,0.211820552434726,0.226839415797301,0.0184530115638375,0.00608617178146077,-0.0486891730371647,-0.00159758086387758,-13.9955824843815,0.533571148301543,-14.0873999869249,-14.0071463193435
2020-06-20T13:00:00Z,-15.5646083210911,-0.0407773227657841,-99.8729844570297,0.461635333190081,0.290653991997966,0.411099030211917,0.0681395365315882,0.0905330234041761,-0.064117564169601,-0.00675882857915574,-0.050063588538813,-0.00528460196627646,-15.669806840635,0.506889772524125,-15.530343411415,-15.8255117390169
2020-06-20T13:30:00Z,-16.6760761590063,-0.136394028518824,-98.685088558603,0.475136565902607,0.35330269929254,0.442237920863088,-0.0464272919534372,-0.0471113904705397,-0.203498223904499,0.0143190013429656,-0.0506662158693895,-0.0209627902080978,-16.4372914020899,0.528911021404575,-16.6796464900297,-18.1651919657218
2020-06-20T14:00:00Z,-12.0895615417263,0.204536224263269,-120.824384104568,0.459809325594798,0.32408907693268,0.436371022916991,0.375190147053613,0.447670727460819,0.312456718605615,0.175859468271165,-0.0413823752304231,-0.0115812552612816,-9.9634976773672,0.508554634988215,-12.6093509831529,-12.7687923440724
2020-06-20T14:30:00Z,-8.33281474985918,0.0192474766236059,-113.605777934518,0.396503494556072,0.253884788226767,0.378427092951122,0.18633751693878,0.192401984174704,0.0322919051717592,0.00947745832205301,-0.0440118459721477,-0.0485889002446364,-8.25384084536201,0.475446419849682,-8.33541040419996,-8.27524825848116
2020-06-20T15:00:00Z,-8.1196275466076,-0.156409522345078,-87.8027535289999,0.332052070700718,0.306422314774692,0.329099872130809,-0.272030067047867,-0.235146222576296,-0.318817796965825,0.129286263695492,-0.0569458223009894,-0.0171399910125911,-7.06987123850806,0.380696979273093,-7.95938574638511,-9.13274274268925
2020-06-20T15:30:00Z,-10.6203855330709,0.047921931129598,-74.5145427302679,0.365645295210483,0.352901228552266,0.304107260691284,0.254513369652422,0.305863937763723,0.0987093335250571,0.0401068101574427,-0.0671009955479334,-0.0414227221603341,-10.1944357466974,0.386370343484305,-10.7106770162183,-10.4540322745682
2020-06-20T16:00:00Z,-6.16992429753795,0.146995042158369,-111.204691838379,0.374561758394178,0.299007900955798,0.353796718116453,0.411216730057947,0.432524228267557,0.2674187232832,0.170851840833635,-0.0449621316991448,-0.0871248131002991,-5.11578137349965,0.430195124587473,-6.23651152560155,-6.18312957322727
2020-06-20T16:30:00Z,-4.2639641505795,-0.125965496509626,-117.090750495955,0.307950469332204,0.2407472002479,0.299635401299321,-0.234591319856307,-0.235571780555346,-0.277322116466275,0.0986212308505854,-0.042701921192082,-0.123544269482061,-3.84344675774674,0.354950220744994,-4.2659148642576,-4.66852849305575
2020-06-20T17:00:00Z,-5.89205083442865,-0.0252995694091887,-166.630997561944,0.344290204758116,0.320742917210183,0.286444251354744,0.0499897640979061,0.131693687713751,-0.0550531572663147,-0.00441523787111254,-0.030006421813212,-0.00383083515251003,-5.91806564041131,0.366375075237663,-5.85002077083727,-5.96459499165487
2020-06-20T17:30:00Z,-3.06125590422371,0.0661044445037993,-196.462376849301,0.270814570160339,0.287776533926332,0.254690712823333,0.124856323644288,0.498436497122661,0.161128006728226,0.0324061989767855,-0.0254501654728289,-0.0858559507485536,-2.96205223627274,0.32509869033719,-3.40218687758299,-3.17600414371586
2020-06-20T18:00:00Z,-1.08654743314704,-0.116984873394066,801.237439427472,0.265544323988413,-0.0355682847937734,0.258186576137057,-0.911306423110846,0.360973062547989,-0.29445496286808,0.412914831304895,0.00624034743505343,-0.148836903480879,-0.637895883084092,0.309609971061286,-0.548228862191269,-0.802689164985118
2020-06-20T18:30:00Z,1.96139126814021,-0.0618853138442307,141.492328383336,0.202736725924234,-0.126414891012375,0.19633451619851,-0.458817405921275,-0.833622566046931,-0.198122008952921,0.144620822219183,0.035337604922677,-0.0356600547546665,1.67773325024828,0.246636224127909,2.15271302851669,1.86280932764302
2020-06-20T19:00:00Z,2.75791190641943,-0.145775350799627,72.3262366140307,0.177181197472746,-0.134547891787725,0.203272545495992,-0.568147348102823,-0.560692626847309,-0.514280282046104,0.407442523895584,0.0691312065175259,-0.0252159681834133,1.63422131858675,0.209107017288404,2.73325230685219,3.36462480434766
2020-06-20T19:30:00Z,3.54551423002457,-0.168456014713331,36.7774930743648,0.195022586738038,-0.237818981498855,0.259656912893284,-0.763278006455315,-0.421938991870341,-0.441920300848453,0.495187166993097,0.135952714065907,-0.0453489305005325,1.78982108292466,0.287616719070736,2.46443150362088,3.09066504605821
2020-06-20T20:00:00Z,3.79189374327767,-0.0859667666566299,26.0536798749083,0.18620813179688,-0.233266502572717,0.218474004907878,-0.443906049445928,-0.339408484859188,-0.248814270698095,0.174671434188592,0.191911469857868,-0.102806068940071,3.12955822484872,0.271123305053164,3.61194404279939,3.70288444595989
2020-06-20T20:30:00Z,3.29331619123526,0.0397018488214624,39.8113620282496,0.187759814729189,-0.159027450770778,0.215810583662749,-0.358136859023191,-0.429190894942694,0.115414557670701,-0.0658850701064409,0.125592286856503,-0.0987856787765284,3.5102965593775,0.27350619366042,3.25341772576533,3.63325896112832
2020-06-20T21:00:00Z,3.31972675921811,0.22503235920024,18.2953084322267,0.154997085951345,-0.278441677393386,0.256475711250851,0.561286904021865,0.41123839640838,0.742602021878343,0.492474377336655,0.273294108078147,-0.0409222533112991,1.68484639054437,0.198693085376703,2.63595591255451,7.32015688148473
2020-06-20T21:30:00Z,2.42582392462224,-0.230293756586259,8.72125755028737,0.0986620689471071,-0.281475076995031,0.23597894746251,-0.886166268143885,-0.919317022915868,-0.931803371959561,0.864816802707809,0.573311815546056,-0.0546397055876245,0.327930634198632,0.126277940280527,1.03492433025257,6.88879824647509
2020-06-20T22:00:00Z,1.43284277076193,-0.144262949205141,5.40392267623108,0.0798732133922153,-0.203145139995928,0.162488982977382,0.0343047608309729,-0.19136068954347,-0.773602845548975,-0.0304568708510042,0.925253801648992,-0.0827118317560645,1.4764826779809,0.119255947698547,1.77867230785069,6.9726315940937
2020-06-20T22:30:00Z,2.47484416903955,-0.245172698457943,15.6804770890185,0.124708566729019,-0.294795523560698,0.257367496325041,-0.791424134320402,-0.830152200603169,-0.872342937972188,0.753924226666986,0.318867848957328,-0.0208932143331915,0.608999192775452,0.160937159372803,1.82790435975098,6.58231561752341
2020-06-20T23:00:00Z,2.84569088315051,-0.00275899299283664,31.7873933123138,0.142985175443349,-0.297125252152421,0.141625058481255,-0.114750382695427,-0.189137560671106,-0.0121057473848245,0.00223544833927753,0.157295061940895,-0.0292871848429321,2.83932948819168,0.181837054786927,2.84982992149801,2.84040744567789
2020-06-20T23:30:00Z,0.47376851790723,-0.143315079665608,41.3500955024692,0.114752337373349,-0.0839256171854901,0.169508351395624,-3.12064221588115,-1.41520143242229,-0.682011269466641,2.63842509289138,0.120918705005202,-3.87196139281765,-0.776234227961726,0.14351607038915,-1.90175424843503,-2.72198649183153
2020-06-21T00:00:00Z,5.03492312389608,0.00287552106246211,76.0664552686259,0.20144941658899,-0.221574689391904,0.178891160278981,-0.146507228531644,0.178656687534094,0.00988313112666517,-0.00235497729898279,0.0657319968748732,-0.0533885469506637,5.04678025355498,0.232140518949048,5.0613150958882,5.04808456698491
2020-06-21T00:30:00Z,4.42612143378112,-0.0289153864606108,78.9882247456279,0.194776385220892,-0.209260517942828,0.188250275338941,-0.150223663354254,-0.150423244725655,-0.0959106703461732,0.0230744697376727,0.063300574435011,-0.0106343002072642,4.32399102870208,0.239967370052771,4.42626032950568,4.42847285345916
2020-06-21T01:00:00Z,4.16620287114414,0.0528247248739115,63.2740753484991,0.19642342356294,-0.373810299387767,0.182792786080167,0.26211977324741,0.260166043452463,0.178098771356985,0.0757491868400865,0.0790213048940051,-0.0943887905769907,3.85061639144397,0.234671918048764,4.16365939279732,4.20149794610828
2020-06-21T01:30:00Z,3.9308420597895,-0.00689342663244177,71.4815105249908,0.166400571009133,-0.148467056828282,0.162325196158658,-0.00800303906547147,0.464712371007535,-0.0259368906522597,0.000339863212489026,0.0699481581079899,-0.0577551224099822,3.92950611117927,0.212021937730895,3.85345874642122,3.93660548976875
2020-06-21T02:00:00Z,4.40878847305523,-0.0950230566146663,135.116361412488,0.213040849145488,-0.198629866557568,0.203626737000446,-0.286929638759337,-0.346200301076185,-0.309896571374457,0.133896617457434,0.0370051409594715,-0.0173878116672119,3.81846660942806,0.23832342903177,4.55422680846992,4.88148365352801
2020-06-21T02:30:00Z,3.63722262174726,-0.0959841596809591,52.1747032121642,0.117613024694889,-0.184820918915621,0.140619940649531,-0.877846428367391,-1.1187117397242,-0.480177715669835,0.599199170235579,0.0958318819690819,-0.0238096779248365,1.45780184483415,0.149131868397991,2.79168101068384,2.7295239644716
